event_id,timestamp,minutes,home_score,away_score,chl_line,chl_hi,chl_low
20200215SAT3,2020-02-15 20:48:17,0:48:17,0,0,11.5,1.71,2.01
20200215SAT3,2020-02-15 20:48:17,0:48:17,0,0,12.5,2.30,1.54
20200215SAT3,2020-02-15 20:48:27,0:48:27,0,0,11.5,1.77,1.93
20200215SAT3,2020-02-15 20:48:27,0:48:27,0,0,12.5,2.43,1.49
20200215SAT3,2020-02-15 20:48:37,0:48:37,0,0,11.5,1.77,1.93
20200215SAT3,2020-02-15 20:48:37,0:48:37,0,0,12.5,2.43,1.49
20200215SAT3,2020-02-15 20:48:48,0:48:48,0,0,11.5,1.77,1.93
20200215SAT3,2020-02-15 20:48:48,0:48:48,0,0,12.5,2.43,1.49
20200215SAT3,2020-02-15 20:48:58,0:48:58,0,0,11.5,1.77,1.93
20200215SAT3,2020-02-15 20:48:58,0:48:58,0,0,12.5,2.43,1.49
20200215SAT3,2020-02-15 20:49:08,0:49:08,0,0,11.5,1.77,1.93
20200215SAT3,2020-02-15 20:49:08,0:49:08,0,0,12.5,2.43,1.49
20200215SAT3,2020-02-15 20:49:18,0:49:18,0,0,11.5,1.77,1.93
20200215SAT3,2020-02-15 20:49:18,0:49:18,0,0,12.5,2.43,1.49
20200215SAT3,2020-02-15 20:49:28,0:49:28,0,0,11.5,1.77,1.93
20200215SAT3,2020-02-15 20:49:28,0:49:28,0,0,12.5,2.43,1.49
20200215SAT3,2020-02-15 20:49:38,0:49:38,0,0,11.5,1.77,1.93
20200215SAT3,2020-02-15 20:49:38,0:49:38,0,0,12.5,2.43,1.49
20200215SAT3,2020-02-15 20:49:48,0:49:48,0,0,11.5,1.85,1.85
20200215SAT3,2020-02-15 20:49:48,0:49:48,0,0,12.5,2.58,1.44
20200215SAT3,2020-02-15 20:49:58,0:49:58,0,0,11.5,1.85,1.85
20200215SAT3,2020-02-15 20:49:58,0:49:58,0,0,12.5,2.58,1.44
20200215SAT3,2020-02-15 20:50:09,0:50:09,0,0,11.5,1.85,1.85
20200215SAT3,2020-02-15 20:50:09,0:50:09,0,0,12.5,2.58,1.44
20200215SAT3,2020-02-15 20:50:19,0:50:19,0,0,11.5,1.85,1.85
20200215SAT3,2020-02-15 20:50:19,0:50:19,0,0,12.5,2.58,1.44
20200215SAT3,2020-02-15 20:50:29,0:50:29,0,0,11.5,1.85,1.85
20200215SAT3,2020-02-15 20:50:29,0:50:29,0,0,12.5,2.58,1.44
20200215SAT3,2020-02-15 20:50:39,0:50:39,0,0,11.5,1.85,1.85
20200215SAT3,2020-02-15 20:50:39,0:50:39,0,0,12.5,2.58,1.44
20200215SAT3,2020-02-15 20:50:49,0:50:49,0,0,11.5,1.85,1.85
20200215SAT3,2020-02-15 20:50:49,0:50:49,0,0,12.5,2.58,1.44
20200215SAT3,2020-02-15 20:50:59,0:50:59,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:50:59,0:50:59,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:51:09,0:51:09,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:51:09,0:51:09,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:51:19,0:51:19,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:51:19,0:51:19,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:51:30,0:51:30,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:51:30,0:51:30,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:51:40,0:51:40,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:51:40,0:51:40,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:51:50,0:51:50,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:51:50,0:51:50,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:52:00,0:52:00,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:52:00,0:52:00,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:52:10,0:52:10,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:52:10,0:52:10,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:52:20,0:52:20,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:52:20,0:52:20,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:52:30,0:52:30,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:52:30,0:52:30,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:52:41,0:52:41,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:52:41,0:52:41,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:52:51,0:52:51,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:52:51,0:52:51,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:53:01,0:53:01,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:53:01,0:53:01,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:53:11,0:53:11,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:53:11,0:53:11,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:53:21,0:53:21,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:53:21,0:53:21,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:53:31,0:53:31,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:53:31,0:53:31,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:53:41,0:53:41,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:53:41,0:53:41,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:53:52,0:53:52,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:53:52,0:53:52,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:54:02,0:54:02,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:54:02,0:54:02,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:54:12,0:54:12,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:54:12,0:54:12,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:54:22,0:54:22,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:54:22,0:54:22,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:54:32,0:54:32,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:54:32,0:54:32,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:54:42,0:54:42,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:54:42,0:54:42,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:54:52,0:54:52,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:54:52,0:54:52,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:55:02,0:55:02,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:55:02,0:55:02,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:55:12,0:55:12,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:55:12,0:55:12,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:55:23,0:55:23,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:55:23,0:55:23,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:55:33,0:55:33,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:55:33,0:55:33,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:55:43,0:55:43,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:55:43,0:55:43,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:55:53,0:55:53,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:55:53,0:55:53,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:56:03,0:56:03,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:56:03,0:56:03,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:56:13,0:56:13,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:56:13,0:56:13,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:56:24,0:56:24,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:56:24,0:56:24,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:56:34,0:56:34,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:56:34,0:56:34,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:56:44,0:56:44,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:56:44,0:56:44,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:56:54,0:56:54,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:56:54,0:56:54,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:57:04,0:57:04,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:57:04,0:57:04,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:57:14,0:57:14,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:57:14,0:57:14,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:57:24,0:57:24,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:57:24,0:57:24,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:57:35,0:57:35,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:57:35,0:57:35,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:57:45,0:57:45,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:57:45,0:57:45,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:57:55,0:57:55,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:57:55,0:57:55,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:58:05,0:58:05,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:58:05,0:58:05,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:58:15,0:58:15,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:58:15,0:58:15,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:58:25,0:58:25,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:58:25,0:58:25,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:58:35,0:58:35,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:58:35,0:58:35,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:58:46,0:58:46,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:58:46,0:58:46,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:58:56,0:58:56,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:58:56,0:58:56,0,0,12.5,2.50,1.46
20200215SAT3,2020-02-15 20:59:06,0:59:06,0,0,11.5,1.81,1.89
20200215SAT3,2020-02-15 20:59:06,0:59:06,0,0,12.5,2.50,1.46
