event_id,timestamp,game_starting_time,minutes,home,away,home_score,away_score,chl_line,chl_hi,chl_low
20200213THU7,14/2/2020 06:39,14/2/2020 06:15,00:24:10,Zamora FC,Plaza Colonia,0,0,12.5,2.75,1.39
20200213THU7,14/2/2020 06:39,14/2/2020 06:15,00:24:21,Zamora FC,Plaza Colonia,0,0,11.5,2.01,1.71
20200213THU7,14/2/2020 06:39,14/2/2020 06:15,00:24:21,Zamora FC,Plaza Colonia,0,0,12.5,2.75,1.39
20200213THU7,14/2/2020 06:39,14/2/2020 06:15,00:24:31,Zamora FC,Plaza Colonia,0,0,11.5,2.01,1.71
20200213THU7,14/2/2020 06:39,14/2/2020 06:15,00:24:31,Zamora FC,Plaza Colonia,0,0,12.5,2.75,1.39
20200213THU7,14/2/2020 06:39,14/2/2020 06:15,00:24:41,Zamora FC,Plaza Colonia,0,0,11.5,2.1,1.65
20200213THU7,14/2/2020 06:39,14/2/2020 06:15,00:24:41,Zamora FC,Plaza Colonia,0,0,12.5,2.9,1.35
20200213THU7,14/2/2020 06:39,14/2/2020 06:15,00:24:51,Zamora FC,Plaza Colonia,0,0,11.5,2.1,1.65
20200213THU7,14/2/2020 06:39,14/2/2020 06:15,00:24:51,Zamora FC,Plaza Colonia,0,0,12.5,2.9,1.35
20200213THU7,14/2/2020 06:40,14/2/2020 06:15,00:25:01,Zamora FC,Plaza Colonia,0,0,11.5,2.1,1.65
20200213THU7,14/2/2020 06:40,14/2/2020 06:15,00:25:01,Zamora FC,Plaza Colonia,0,0,12.5,2.9,1.35
20200213THU7,14/2/2020 06:40,14/2/2020 06:15,00:25:11,Zamora FC,Plaza Colonia,0,0,11.5,2.1,1.65
20200213THU7,14/2/2020 06:40,14/2/2020 06:15,00:25:11,Zamora FC,Plaza Colonia,0,0,12.5,2.9,1.35
20200213THU7,14/2/2020 06:40,14/2/2020 06:15,00:25:21,Zamora FC,Plaza Colonia,0,0,11.5,2.1,1.65
20200213THU7,14/2/2020 06:40,14/2/2020 06:15,00:25:21,Zamora FC,Plaza Colonia,0,0,12.5,2.9,1.35
20200213THU7,14/2/2020 06:40,14/2/2020 06:15,00:25:31,Zamora FC,Plaza Colonia,0,0,11.5,2.1,1.65
20200213THU7,14/2/2020 06:40,14/2/2020 06:15,00:25:31,Zamora FC,Plaza Colonia,0,0,12.5,2.9,1.35
20200213THU7,14/2/2020 06:40,14/2/2020 06:15,00:25:42,Zamora FC,Plaza Colonia,0,0,11.5,2.1,1.65
